final_score,structured_score,breed_score,bert_similarity,PetID,Name,breed1_label,breed2_label,Age,age_group,gender_label,maturity_size_label,fur_length_label,Vaccinated,Dewormed,Sterilized,Health,Fee,PhotoAmt,Description
0.5,0.3364,0.0,0.8818,8c75e5189,"Bun Bun, Hong Dou, Yao Yao, Bambee",Siberian Husky,,36,adult,mixed,large,medium,1,2,1,1,320,4.0,i adopted 4 of them from a JB owner. They arrived my house in this afternoon send by a pet house transporter. i am force to put them out of adoption because my neighbor complaint about my dogs barking loud always and disturbing their newborn baby to sleep. Must adopt 4 of them at the same time. They can't be separated as they grew up together. RM adoption fees for 4dogs is transport charges from JB to KL.
0.5,0.3364,0.0,0.8817,7e704dadb,Summer,Mixed Breed,,48,adult,female,large,medium,1,1,1,1,0,5.0,Summer was being abandoned by her owner in Damansara Height. Already 1 year passed. She still stay at the house eventhough stay at the house compound only. Just gave birth to 9 puppies. Super friendly and lovable. Approachable. Please do help to share. Support adopt saves life :)
0.4998,0.3364,0.0,0.881,18734d13e,Julie,Husky,,48,adult,female,large,long,3,3,2,2,0,3.0,"Looking for a loving home. She is Julie, approximately 3 years ++, tick fever which is currently being treated. She stays in a town called Banting which is an hour drive from KL. She was given away once and now is her 2nd time. She needs a loving home which has a lot of love and parent who has patient and big loving heart to train her. Spay before adoption and bare by the new owner. If you know husky (as in behaviour and stamina), no cage and must stay indoor and you have a big heart, kindly pm me. Thank you. Please share to help."
0.4997,0.3818,0.0,0.7748,79786edcd,Puppies For Adoption,Husky,,2,puppy,mixed,large,medium,1,1,2,1,250,4.0,Husky mixed breed
0.4995,0.3364,0.0,0.8803,b8715f663,Patience,Mixed Breed,,144,senior,male,large,medium,3,3,3,1,0,1.0,"Breed: Mixed/mongrel Colour: Light brown Medium to large sized dog Approximately 10 years or older in age 11 +kgs Found in section 11 Petaling Jaya Seeking to find original or new owner Well mannered, elderly yet gentle dog. Healthy (ascertained via comprehensive blood test) Being treated for an outer ear infection and slight eye infection (clearing with the help of purchased medication), has a yeast infection on skin, but not contagious."
0.4991,0.3364,0.0,0.879,67e6db7dc,Wangwang,Mixed Breed,Mixed Breed,24,adult,female,large,medium,3,3,3,2,0,1.0,"Please Take Me Home. I am very smart, playful, faithful, funny and adorable. I hope one of you can give me a roof over my head."
0.499,0.3364,0.0,0.8786,ce971a506,Scotch,Standard Poodle,,28,adult,male,large,medium,1,1,2,1,0,3.0,"Anyone whos interested in owning a Standard Poodle dog? I'm really sad to have to give him away but i have no choice becuz i'm newly married n shifted into my husband's hse n his parents doesn't allowed to have dogs in their hse. The dog is currently in my hse which i pity my old parents who have to take care of my dog. So i'm looking for a new owner who really loves dog & have the time to spend with them. If anyone of u who r interested, you may msg me thanks...."
0.4988,0.3364,0.0,0.878,b2d7d59c9,Lucas,Mixed Breed,,36,adult,male,large,medium,1,1,1,1,150,1.0,Lusac is a friendly and playful dog...
0.4987,0.3364,0.0,0.8776,accca912b,,Mixed Breed,,24,adult,female,large,medium,3,3,3,1,0,3.0,"Saw this sweet big and extremely beautiful dog in SPCA Seberang Perai shelter, again, I hope to seek for owner for this exotic dog, pretty and seems timid, need love and care from her human pal."
0.4985,0.3364,0.0,0.8769,c70867d90,Lucky,German Shepherd Dog,,36,adult,female,large,medium,3,1,2,1,0,3.0,"Due to dad's health condition, we have to give Lucky away for adoption, request adopter to neuter her. Lucky is a playful, tame & obedient girl. We have given away 6 months ago but took back because of the irresponsible adopter. She is well now & gain back her weight."
0.4981,0.3364,0.0,0.8755,edf80e3cc,Lassie,Collie,,36,adult,male,large,medium,1,1,1,1,0,1.0,Lassie. Needs A Home. Will Provide 8kg Dog Food every month till December . Willing to drive the dog to your house. Will be given to PAWS PJ today at 4pm.
0.4979,0.3364,0.0,0.8747,662af5b80,Ben,Standard Poodle,,51,adult,male,large,long,1,1,2,1,0,1.0,Ben is smart..royal and playfull dog. His parent was won the dog competion champion before. Only the serious dog lover are welcome for adoption.
0.4978,0.3364,0.0,0.8745,9d3c3c390,White Mongrel Female Dog,Mixed Breed,Mixed Breed,24,adult,female,large,medium,1,1,2,1,0,5.0,"Breed: Mix breeds Location: Bukit Jalil / Sri Petaling / Bandar Kinrara / Serdang / Sri Kembangan or any convenient places. Contact number: - ( If I do not pick up your phone calls, please do sms me and I'll reply back asap ) Reason for adoption/ Message for interested parties: I have a lot of adult dogs to be taken of. Let me know if anyone is kindly to adopt this adult female dog, thanks."
0.4978,0.3364,0.0,0.8744,610246129,Buttercup,Flat-coated Retriever,,84,senior,female,large,medium,1,1,1,2,0,1.0,Buttercup's the name of my dog and a female one too. I have till Monday .10. to find her a temporary home as I can't send her back to my parent home due to flies season now and it would effect her. If anyone love dogs and staying with PJ area who wont mind me putting her there till buttercup gets well...so would be easier for me to come bath and apply her dressing. That's what doc recommend me to do. Till i find her a new home. I will pay for her food too. If anyone out there is reading this and don't mind having buttercup please do contact me at -. would really appreciate... thanks
0.4977,0.3364,0.0,0.8741,e2a9dd71a,Oreo,Mixed Breed,,24,adult,female,large,medium,1,1,1,1,0,1.0,"PLS HELP!! She was fostered by an auntie one year ago due to her pregnancy. However, the auntie cannot take care of her anymore because the government dun allow her to keep so many dogs(her house has 6 dogs). We need help. She is an active girl. She is smart to guard house. Within a month, if there is no body adopt her, she will brought to kill. Pls help!! She just need a place to stay and got food. Pls help her. Thanks.. Any details, pls call Wendy."
0.4975,0.3364,0.0,0.8734,e2cf62da9,Comedy-White Mongrel/Female/Adult,Mixed Breed,Mixed Breed,24,adult,female,large,medium,1,1,2,1,0,5.0,"About The Pet Breed: Mix breeds Location: Bukit Jalil / Sri Petaling / Bandar Kinrara / Serdang / Sri Kembangan or any convenient places. Contact number: - ( If I do not pick up your phone calls, please do sms me and I'll reply back asap ) Reason for adoption/ Message for interested parties: I have 3 adult dogs to be taken of. Let me know if anyone is kindly to adopt this adult female dog, thanks."
0.4971,0.4273,0.0,0.6601,b2876d101,HappyMama,Mixed Breed,,36,adult,female,large,short,1,1,1,1,0,2.0,Friendly
0.497,0.3364,0.0,0.8719,b9f58834b,Bobo,Rottweiler,,108,senior,female,large,medium,3,3,3,2,0,1.0,This is unique character guardian dog . Have disabled issues on back legs . But still can walk well however not lasting . Love to play stones or any toys with squeeze toy sound . Because of migrate I forced to give up to continue to love her. If anyone can help me to take care her ( must take good care ) I am willing to pay for the caring fees monthly .
0.4969,0.3364,0.0,0.8716,7c6cc4bba,ROMEO,German Shepherd Dog,Mixed Breed,36,adult,male,large,medium,3,3,3,1,0,1.0,"CONTACT PERSON: SHIDA I have just been contacted by Shida in Taman Putra Sulaiman, Ampang (opposite Ampang Point) about this gorgeous boy. I am posting this on her behalf. Please contact Shida directly if you can help. He is a German Shepherd cross, and apparently his owner abandoned him when they moved out about 3 months ago. She has been feeding him together with another neighbour, but as they are in predominantly Muslim/Malay area, they are having alot of problems. The other neighbours have already called MPAJ a couple of times, but thankfully they have failed to catch him... We need someone to adopt/rescue this sweet dog before it's too late. If you can help, please contact Shida immediately at"
0.4968,0.3818,0.0,0.7651,2bbca459e,Molly,Terrier,,7,puppy,female,large,long,1,1,1,1,0,1.0,"Rescued from the Car park area, Puchong"
0.4968,0.3818,0.0,0.7651,b16b24c21,Toby,Terrier,,3,puppy,male,large,long,1,1,2,1,0,1.0,"Rescued from the car park area, Puchong"
0.4965,0.3364,0.0,0.8701,9bcd62ef1,,Doberman Pinscher,,36,adult,female,large,medium,3,3,3,2,0,4.0,A pure breed doberman need a permanent home. I were asking by vet doc to find this dog a new owner n i only knew she was sent to vet by some kind hearter while she stray around n with some injury.Do not know she was been abandoned or lost the way back home. further info pls sms me.TQ
0.4963,0.3364,0.0,0.8696,d899c9ef7,Goldo,Mixed Breed,,24,adult,male,large,medium,1,1,1,1,30,4.0,Goldo is very human friendly. Active and playful. He is a good house pet
0.4961,0.3364,0.0,0.869,234b2a6b6,Rott Rott,Rottweiler,,60,adult,male,large,medium,1,1,1,1,0,5.0,Gentle and obedient Rottie Boy open for adoption... breed: pure breed Rottweiler with special snowflake marking... location: Ipoh Gender: 5 years old spayed male Adopter requirement: 1. free run which can't always keep in cage or in chain... 2. Pay for spaying fees and vaccine fees RM which can help for others stray. 3. Allow rescuer for home visit and send photo to adopter for follow up purpose very month. 因為某些原因，Rott Rott從新公開領養⋯ 年齡：5歲健康溫順純種洛威拿 性別：男（已結紮） 義工會慎重挑選領養人。領養條件如下：- 1。不能長期綁著和關在籠子裡，必須要有足夠的空間給他。 2。願意支付狗狗的結紮和預防針費用，以幫助其他流浪毛孩。 3。願意每個月發照片給義工或家訪以作跟進。 4。領養不棄養
0.4959,0.3364,0.0,0.8681,4b2150d3a,Mother Dog,Mixed Breed,,36,adult,female,large,medium,2,2,1,1,0,1.0,Friendly and adorable. Kindly consider to give her a home.
0.4938,0.3364,0.0,0.8613,d8128cefd,,Mixed Breed,Mixed Breed,24,adult,female,large,long,2,2,2,1,0,2.0,"The female dog is very pity, she stay at Uncle Kok 's house,she dislike of other dogs,last 2 week she had borned 11 pupies, but now the pupies all died already.Hope someone dog lover can take care of the her. Who interested can call to Uncle Kok by this No: or to Belinda:"
0.4937,0.3364,0.0,0.861,41a6a7467,MO MO,Husky,Spitz,24,adult,male,large,medium,1,1,1,1,0,1.0,Father is a spitz and mother is a husky with hazel eyes and pink nose. Suitable for landed house without young children. Interested please sms
0.4934,0.3364,0.0,0.8597,94dc20e92,Tong Tong,Mixed Breed,,36,adult,female,large,medium,1,1,1,1,0,10.0,"She ex owner moved to new house, which is an apartment and cannot keep her together so i keep her a home to stay meanwhile both of us still tried hard to get her a lovely home. She is lovely, obedience dog, between the time i take care of her, she never bite and shoes as well. For those need their house in safety, tong tong was the best choices. She did well as guard dog. We not mean to abandon her, just because of environment housing area not so supported. My parents and neighborhood also not so supported. Tong tong is poor girl, she deserve to get a lovely home. We can provide delivery in selangor, shah alam and kl area too."
